registration,vote_intention,vote_2020,age,gender,race_ethnicity,household_income,education,state,vote_trump
Registered,"Yes, I will vote",Joe Biden,53,Female,White,"$125,000 to $149,999",Masters degree,WA,0
Registered,"Yes, I will vote",Donald Trump,71,Female,White,"$125,000 to $149,999",Associate Degree,IL,1
Registered,Not sure,Joe Biden,37,Female,White,"$30,000 to $34,999",Completed some high school,WI,0
Registered,"Yes, I will vote",Donald Trump,43,Male,White,"$250,000 and above",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,39,Female,White,"Less than $14,999",High school graduate,OH,1
Registered,"Yes, I will vote",Joe Biden,75,Male,White,"$65,000 to $69,999",Masters degree,NC,0
Registered,"Yes, I will vote",Joe Biden,50,Female,White,"$100,000 to $124,999",Masters degree,OH,0
Registered,"Yes, I will vote",Joe Biden,39,Female,Some other race,"$100,000 to $124,999","Completed some college, but no degree",VA,0
Registered,"Yes, I will vote",Joe Biden,55,Female,White,"$65,000 to $69,999","Completed some college, but no degree",AL,0
Registered,"Yes, I will vote",Joe Biden,92,Female,White,"$25,000 to $29,999","Completed some college, but no degree",TX,0
Registered,"Yes, I will vote",Joe Biden,74,Female,White,"Less than $14,999",High school graduate,FL,0
Registered,"Yes, I will vote",Donald Trump,40,Male,Asian (Asian Indian),"$45,000 to $49,999","Completed some college, but no degree",IL,1
Registered,"Yes, I will vote",Donald Trump,69,Female,White,"$45,000 to $49,999",Associate Degree,SC,1
Registered,"Yes, I will vote",Donald Trump,65,Female,White,"$200,000 to $249,999",Masters degree,PA,1
Registered,"Yes, I will vote",Joe Biden,24,Female,White,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",MI,0
Registered,"Yes, I will vote",Donald Trump,22,Male,"Black, or African American","$100,000 to $124,999","Completed some college, but no degree",MD,1
Registered,"Yes, I will vote",Joe Biden,73,Female,"Black, or African American","$125,000 to $149,999","College Degree (such as B.A., B.S.)",FL,0
Registered,"Yes, I will vote",Joe Biden,32,Male,White,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,70,Female,White,"$40,000 to $44,999",Masters degree,MT,0
Registered,"Yes, I will vote",Donald Trump,32,Male,"Black, or African American","$70,000 to $74,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Joe Biden,56,Female,White,"Less than $14,999",Associate Degree,NC,0
Registered,"Yes, I will vote",Joe Biden,34,Female,White,"$50,000 to $54,999",Other post high school vocational training,UT,0
Registered,"Yes, I will vote",Donald Trump,37,Male,White,"$100,000 to $124,999",Masters degree,FL,1
Registered,"Yes, I will vote",Joe Biden,70,Female,White,"$25,000 to $29,999","Completed some college, but no degree",IN,0
Registered,"Yes, I will vote",Donald Trump,46,Female,White,"$50,000 to $54,999",Associate Degree,IL,1
Registered,Not sure,Joe Biden,40,Female,White,"$35,000 to $39,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"$175,000 to $199,999",Masters degree,CO,0
Registered,"Yes, I will vote",Joe Biden,45,Female,"Black, or African American","$30,000 to $34,999",Other post high school vocational training,NC,0
Registered,"Yes, I will vote",Joe Biden,55,Male,White,"$80,000 to $84,999","Completed some graduate, but no degree",NY,0
Registered,"Yes, I will vote",Joe Biden,42,Female,"Black, or African American","Less than $14,999","Completed some college, but no degree",NY,0
Registered,"Yes, I will vote",Joe Biden,77,Female,"Black, or African American","$20,000 to $24,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Donald Trump,43,Male,White,"$35,000 to $39,999",Associate Degree,NC,1
Registered,"Yes, I will vote",Joe Biden,36,Female,"Black, or African American","$125,000 to $149,999","College Degree (such as B.A., B.S.)",LA,0
Registered,"Yes, I will vote",Donald Trump,48,Male,White,"$200,000 to $249,999",Masters degree,GA,1
Registered,"Yes, I will vote",Donald Trump,69,Male,White,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",OH,1
Registered,"Yes, I will vote",Donald Trump,29,Male,White,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",IN,1
Registered,"Yes, I will vote",Joe Biden,53,Male,"Black, or African American","$60,000 to $64,999","College Degree (such as B.A., B.S.)",NJ,0
Registered,"Yes, I will vote",Joe Biden,31,Male,White,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",IL,0
Registered,"Yes, I will vote",Joe Biden,27,Female,White,"$40,000 to $44,999",Associate Degree,WA,0
Registered,"Yes, I will vote",Joe Biden,27,Female,"Black, or African American","$35,000 to $39,999",Completed some high school,SC,0
Registered,"Yes, I will vote",Joe Biden,50,Male,White,"$80,000 to $84,999",Masters degree,CA,0
Registered,"Yes, I will vote",Joe Biden,66,Female,White,"$75,000 to $79,999","Completed some college, but no degree",OK,0
Registered,"Yes, I will vote",Joe Biden,28,Female,"Black, or African American","$75,000 to $79,999","College Degree (such as B.A., B.S.)",FL,0
Registered,"Yes, I will vote",Joe Biden,39,Female,Some other race,"Less than $14,999",Completed some high school,NJ,0
Registered,"Yes, I will vote",Donald Trump,32,Female,White,"Less than $14,999","Completed some college, but no degree",PA,1
Registered,"Yes, I will vote",Donald Trump,63,Male,Asian (Asian Indian),"$40,000 to $44,999",Associate Degree,NY,1
Registered,"Yes, I will vote",Donald Trump,57,Male,White,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",OH,1
Registered,"Yes, I will vote",Joe Biden,31,Male,Some other race,"Less than $14,999",Completed some high school,CA,0
Registered,"Yes, I will vote",Joe Biden,46,Male,"Black, or African American","$125,000 to $149,999","Completed some graduate, but no degree",FL,0
Registered,"Yes, I will vote",Donald Trump,51,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",IL,1
Registered,"Yes, I will vote",Joe Biden,42,Female,White,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",KY,0
Registered,"Yes, I will vote",Donald Trump,62,Female,White,"$35,000 to $39,999",Completed some high school,MO,1
Registered,"Yes, I will vote",Donald Trump,31,Male,"Black, or African American","Less than $14,999",Other post high school vocational training,IN,1
Registered,"Yes, I will vote",Joe Biden,37,Female,White,"$25,000 to $29,999","Completed some college, but no degree",IA,0
Registered,"Yes, I will vote",Joe Biden,22,Female,Some other race,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Joe Biden,18,Male,White,"$100,000 to $124,999","Completed some college, but no degree",PA,0
Registered,"Yes, I will vote",Joe Biden,22,Male,White,"Less than $14,999","Completed some college, but no degree",PA,0
Registered,"Yes, I will vote",Joe Biden,57,Male,White,"$40,000 to $44,999",Other post high school vocational training,NE,0
Registered,"Yes, I will vote",Donald Trump,36,Male,White,"$30,000 to $34,999",Masters degree,TX,1
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$250,000 and above",Masters degree,MI,1
Registered,"Yes, I will vote",Joe Biden,51,Male,Some other race,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Donald Trump,58,Male,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",WV,1
Registered,"Yes, I will vote",Donald Trump,60,Female,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,55,Female,White,"$60,000 to $64,999",High school graduate,MA,0
Registered,"Yes, I will vote",Donald Trump,22,Female,White,"$20,000 to $24,999",Completed some high school,PA,1
Registered,"Yes, I will vote",Donald Trump,45,Female,White,"$125,000 to $149,999",Completed some high school,FL,1
Registered,"Yes, I will vote",Joe Biden,32,Male,White,"$70,000 to $74,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Joe Biden,72,Male,White,"$75,000 to $79,999",Other post high school vocational training,FL,0
Registered,"Yes, I will vote",Donald Trump,62,Female,White,"$30,000 to $34,999",Completed some high school,SC,1
Registered,"Yes, I will vote",Joe Biden,30,Female,Asian (Asian Indian),"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Donald Trump,23,Female,White,"$15,000 to $19,999",Completed some high school,IL,1
Registered,"Yes, I will vote",Donald Trump,20,Male,White,"$65,000 to $69,999","Completed some college, but no degree",MO,1
Registered,"Yes, I will vote",Donald Trump,66,Female,White,"$45,000 to $49,999",Masters degree,FL,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MA,1
Registered,"Yes, I will vote",Joe Biden,31,Male,White,"$125,000 to $149,999",Doctorate degree,CA,0
Registered,"Yes, I will vote",Joe Biden,37,Female,White,"Less than $14,999",High school graduate,CA,0
Registered,"Yes, I will vote",Joe Biden,45,Male,"Black, or African American","$45,000 to $49,999","College Degree (such as B.A., B.S.)",TN,0
Registered,"Yes, I will vote",Joe Biden,64,Male,White,"$45,000 to $49,999",Other post high school vocational training,VA,0
Registered,"Yes, I will vote",Joe Biden,60,Male,White,"$50,000 to $54,999",Masters degree,NC,0
Registered,"Yes, I will vote",Joe Biden,31,Male,White,"$30,000 to $34,999","Completed some college, but no degree",MA,0
Registered,"Yes, I will vote",Donald Trump,57,Male,Asian (Chinese),"$200,000 to $249,999",Masters degree,CA,1
Registered,"Yes, I will vote",Donald Trump,65,Female,White,"$75,000 to $79,999","Completed some college, but no degree",IN,1
Registered,"Yes, I will vote",Donald Trump,79,Male,White,"$60,000 to $64,999",Masters degree,OR,1
Registered,"Yes, I will vote",Donald Trump,64,Female,White,"$70,000 to $74,999",Other post high school vocational training,FL,1
Registered,"Yes, I will vote",Joe Biden,70,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",IL,0
Registered,"Yes, I will vote",Donald Trump,40,Female,White,"$60,000 to $64,999",Associate Degree,TX,1
Registered,"Yes, I will vote",Joe Biden,21,Male,"Black, or African American","$20,000 to $24,999",Doctorate degree,LA,0
Registered,"Yes, I will vote",Joe Biden,36,Female,"Black, or African American","$35,000 to $39,999","College Degree (such as B.A., B.S.)",NV,0
Registered,"Yes, I will vote",Joe Biden,24,Female,White,"$70,000 to $74,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Donald Trump,49,Female,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NY,1
Registered,"Yes, I will vote",Joe Biden,80,Female,White,"$20,000 to $24,999",High school graduate,OH,0
Registered,"Yes, I will vote",Joe Biden,37,Female,White,"$125,000 to $149,999",Masters degree,CO,0
Registered,"Yes, I will vote",Joe Biden,47,Female,White,"$80,000 to $84,999",Masters degree,FL,0
Registered,"Yes, I will vote",Joe Biden,25,Female,White,"$55,000 to $59,999",High school graduate,IL,0
Registered,"Yes, I will vote",Donald Trump,71,Female,White,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",MD,1
Registered,"Yes, I will vote",Joe Biden,30,Female,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NC,0
Registered,"Yes, I will vote",Joe Biden,20,Female,Asian (Other),"Less than $14,999","College Degree (such as B.A., B.S.)",NJ,0
Registered,"Yes, I will vote",Joe Biden,60,Female,White,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",MI,0
Registered,"Yes, I will vote",Donald Trump,55,Male,White,"$45,000 to $49,999","Completed some graduate, but no degree",MA,1
Registered,"Yes, I will vote",Joe Biden,68,Female,White,"Less than $14,999","College Degree (such as B.A., B.S.)",WI,0
Registered,"Yes, I will vote",Donald Trump,35,Female,White,"$50,000 to $54,999",Other post high school vocational training,WV,1
Registered,"Yes, I will vote",Donald Trump,69,Male,"Black, or African American","$20,000 to $24,999","Completed some graduate, but no degree",NV,1
Registered,"Yes, I will vote",Donald Trump,63,Female,White,"$40,000 to $44,999",Associate Degree,IL,1
Registered,"Yes, I will vote",Joe Biden,45,Female,White,"$40,000 to $44,999",Masters degree,OK,0
Registered,"Yes, I will vote",Donald Trump,70,Male,White,"$70,000 to $74,999",Other post high school vocational training,PA,1
Registered,"Yes, I will vote",Joe Biden,45,Female,White,"$60,000 to $64,999",High school graduate,PA,0
Registered,"Yes, I will vote",Donald Trump,40,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",OH,1
Registered,Not sure,Joe Biden,29,Female,White,"Less than $14,999",High school graduate,WV,0
Registered,"Yes, I will vote",Joe Biden,45,Male,White,"$40,000 to $44,999",High school graduate,CA,0
Registered,"Yes, I will vote",Joe Biden,65,Female,White,"$20,000 to $24,999","Completed some college, but no degree",NC,0
Registered,"Yes, I will vote",Donald Trump,31,Male,White,"$200,000 to $249,999",Doctorate degree,FL,1
Registered,"Yes, I will vote",Joe Biden,53,Female,White,"$35,000 to $39,999",High school graduate,CA,0
Registered,"Yes, I will vote",Joe Biden,18,Female,Some other race,"$25,000 to $29,999",Completed some high school,TX,0
Registered,"Yes, I will vote",Donald Trump,72,Female,White,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",MN,1
Registered,"Yes, I will vote",Joe Biden,29,Male,White,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",TX,0
Registered,"Yes, I will vote",Donald Trump,45,Male,White,"$90,000 to $94,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,71,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",FL,1
Registered,"Yes, I will vote",Donald Trump,72,Male,White,"$55,000 to $59,999",Masters degree,FL,1
Registered,"Yes, I will vote",Donald Trump,30,Male,White,"$250,000 and above","College Degree (such as B.A., B.S.)",NJ,1
Registered,"Yes, I will vote",Donald Trump,64,Male,White,"$35,000 to $39,999","Completed some college, but no degree",SC,1
Registered,"Yes, I will vote",Joe Biden,80,Female,White,"$20,000 to $24,999",High school graduate,MA,0
Registered,"Yes, I will vote",Joe Biden,69,Female,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",IN,0
Registered,"Yes, I will vote",Donald Trump,42,Male,White,"$150,000 to $174,999",Doctorate degree,NY,1
Registered,"Yes, I will vote",Joe Biden,25,Male,"Black, or African American","Less than $14,999",Completed some high school,NJ,0
Registered,"Yes, I will vote",Donald Trump,62,Male,White,"$100,000 to $124,999","Completed some college, but no degree",OH,1
Registered,"Yes, I will vote",Joe Biden,52,Female,"Black, or African American","$15,000 to $19,999",High school graduate,AL,0
Registered,"Yes, I will vote",Donald Trump,35,Female,White,"Less than $14,999",Completed some high school,GA,1
Registered,"Yes, I will vote",Donald Trump,78,Male,White,"$85,000 to $89,999","Completed some graduate, but no degree",NH,1
Registered,"Yes, I will vote",Joe Biden,27,Male,White,"$15,000 to $19,999",High school graduate,CO,0
Registered,"Yes, I will vote",Donald Trump,36,Male,White,"$150,000 to $174,999",Masters degree,KS,1
Registered,"Yes, I will vote",Donald Trump,57,Female,White,"$40,000 to $44,999","Completed some college, but no degree",GA,1
Registered,"Yes, I will vote",Joe Biden,38,Female,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",ME,0
Registered,"Yes, I will vote",Donald Trump,53,Female,White,"$125,000 to $149,999",Associate Degree,AZ,1
Registered,"Yes, I will vote",Joe Biden,59,Male,White,"$50,000 to $54,999",Other post high school vocational training,NY,0
Registered,"Yes, I will vote",Donald Trump,63,Male,White,"$20,000 to $24,999",Completed some high school,PA,1
Registered,"Yes, I will vote",Joe Biden,37,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MD,0
Registered,"Yes, I will vote",Joe Biden,36,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Donald Trump,31,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,29,Male,Some other race,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Donald Trump,56,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",MO,1
Registered,"Yes, I will vote",Donald Trump,46,Female,White,"$30,000 to $34,999",Associate Degree,PA,1
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"$15,000 to $19,999",Completed some high school,UT,1
Registered,"Yes, I will vote",Donald Trump,25,Male,White,"$250,000 and above",High school graduate,NY,1
Registered,"Yes, I will vote",Joe Biden,71,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,0
Registered,"Yes, I will vote",Donald Trump,46,Female,White,"$25,000 to $29,999",Completed some high school,CA,1
Registered,"Yes, I will vote",Donald Trump,66,Male,White,"$35,000 to $39,999","Completed some college, but no degree",MI,1
Registered,"Yes, I will vote",Donald Trump,72,Female,White,"$45,000 to $49,999","Completed some college, but no degree",SC,1
Registered,"Yes, I will vote",Donald Trump,39,Female,White,"$55,000 to $59,999","Completed some college, but no degree",VA,1
Registered,Not sure,Donald Trump,55,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",SC,1
Registered,"Yes, I will vote",Joe Biden,65,Female,Some other race,"$55,000 to $59,999",Masters degree,NJ,0
Registered,"Yes, I will vote",Joe Biden,68,Female,Some other race,"$50,000 to $54,999",Other post high school vocational training,FL,0
Registered,"Yes, I will vote",Joe Biden,45,Male,"Black, or African American","$125,000 to $149,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,41,Female,White,"$80,000 to $84,999","Completed some college, but no degree",SD,0
Registered,"Yes, I will vote",Joe Biden,28,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",AL,0
Registered,"Yes, I will vote",Donald Trump,58,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",WI,1
Registered,"Yes, I will vote",Joe Biden,68,Male,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Joe Biden,23,Male,"Black, or African American","Less than $14,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Joe Biden,56,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OR,0
Registered,"Yes, I will vote",Donald Trump,37,Female,White,"$35,000 to $39,999","Completed some college, but no degree",TN,1
Registered,"Yes, I will vote",Donald Trump,58,Female,White,"$35,000 to $39,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Donald Trump,52,Female,White,"Less than $14,999",Completed some high school,IA,1
Registered,"Yes, I will vote",Joe Biden,46,Female,"Black, or African American","$25,000 to $29,999",Other post high school vocational training,FL,0
Registered,"Yes, I will vote",Joe Biden,65,Male,"Black, or African American","$20,000 to $24,999",Other post high school vocational training,OH,0
Registered,"Yes, I will vote",Joe Biden,18,Female,"Black, or African American","Less than $14,999",Completed some high school,OH,0
Registered,Not sure,Joe Biden,26,Female,White,"Less than $14,999",Completed some high school,NC,0
Registered,"Yes, I will vote",Donald Trump,51,Male,White,"$90,000 to $94,999",Other post high school vocational training,OH,1
Registered,"Yes, I will vote",Donald Trump,61,Male,White,"$85,000 to $89,999","Completed some graduate, but no degree",AZ,1
Registered,"Yes, I will vote",Donald Trump,38,Male,White,"$200,000 to $249,999",Doctorate degree,NJ,1
Registered,"Yes, I will vote",Joe Biden,57,Female,White,"$15,000 to $19,999",Completed some high school,MI,0
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$150,000 to $174,999",Masters degree,ND,1
Registered,"Yes, I will vote",Joe Biden,35,Female,White,"Less than $14,999",Completed some high school,OH,0
Registered,"Yes, I will vote",Joe Biden,56,Female,"Black, or African American","$125,000 to $149,999",Completed some high school,GA,0
Registered,"Yes, I will vote",Joe Biden,57,Male,"Black, or African American","Less than $14,999",High school graduate,CA,0
Registered,"Yes, I will vote",Joe Biden,43,Male,White,"$20,000 to $24,999",Completed some high school,WA,0
Registered,"Yes, I will vote",Joe Biden,73,Male,White,"$175,000 to $199,999",Doctorate degree,AZ,0
Registered,"Yes, I will vote",Donald Trump,64,Female,White,"$90,000 to $94,999",Associate Degree,IL,1
Registered,"Yes, I will vote",Joe Biden,41,Male,Some other race,"$65,000 to $69,999",High school graduate,CA,0
Registered,"Yes, I will vote",Joe Biden,64,Male,White,"$150,000 to $174,999",Masters degree,MN,0
Registered,"Yes, I will vote",Joe Biden,62,Male,White,"$45,000 to $49,999",Other post high school vocational training,NJ,0
Registered,"Yes, I will vote",Joe Biden,27,Male,Asian (Asian Indian),"$20,000 to $24,999","College Degree (such as B.A., B.S.)",MS,0
Registered,"Yes, I will vote",Joe Biden,61,Male,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CO,0
Registered,"Yes, I will vote",Donald Trump,44,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",SD,1
Registered,"Yes, I will vote",Donald Trump,33,Female,White,"$45,000 to $49,999",Masters degree,MS,1
Registered,"Yes, I will vote",Joe Biden,56,Male,White,"$25,000 to $29,999","Completed some college, but no degree",OR,0
Registered,"Yes, I will vote",Joe Biden,61,Female,White,"Less than $14,999",Completed some high school,MI,0
Registered,"Yes, I will vote",Joe Biden,49,Male,White,"$100,000 to $124,999",Masters degree,GA,0
Registered,"Yes, I will vote",Donald Trump,56,Male,Some other race,"$45,000 to $49,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Joe Biden,25,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,60,Female,White,"$100,000 to $124,999",Masters degree,MI,0
Registered,"Yes, I will vote",Joe Biden,67,Female,White,"$80,000 to $84,999",Masters degree,FL,0
Registered,"Yes, I will vote",Joe Biden,54,Female,White,"$125,000 to $149,999",High school graduate,NC,0
Registered,"Yes, I will vote",Donald Trump,58,Female,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",OK,1
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"Less than $14,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Donald Trump,36,Male,White,"$15,000 to $19,999",High school graduate,NJ,1
Registered,"Yes, I will vote",Joe Biden,66,Female,White,"$85,000 to $89,999",Associate Degree,MI,0
Registered,"Yes, I will vote",Joe Biden,29,Female,White,"$30,000 to $34,999","Completed some college, but no degree",AR,0
Registered,"Yes, I will vote",Joe Biden,67,Female,"Black, or African American","$20,000 to $24,999",Other post high school vocational training,NC,0
Registered,"Yes, I will vote",Donald Trump,64,Female,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",TN,1
Registered,"Yes, I will vote",Donald Trump,61,Female,White,"$175,000 to $199,999",Masters degree,SC,1
Registered,"Yes, I will vote",Donald Trump,60,Female,White,"$40,000 to $44,999","Completed some college, but no degree",VA,1
Registered,"Yes, I will vote",Donald Trump,56,Male,White,"$35,000 to $39,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Donald Trump,56,Female,White,"$60,000 to $64,999","Completed some college, but no degree",NC,1
Registered,"Yes, I will vote",Joe Biden,19,Female,White,"Less than $14,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Joe Biden,21,Female,Some other race,"$25,000 to $29,999",High school graduate,CA,0
Registered,"Yes, I will vote",Joe Biden,67,Female,White,"$90,000 to $94,999","Completed some college, but no degree",IA,0
Registered,"Yes, I will vote",Joe Biden,19,Female,Some other race,"$30,000 to $34,999",High school graduate,CA,0
Registered,"Yes, I will vote",Joe Biden,55,Male,"Black, or African American","$20,000 to $24,999",Completed some high school,IL,0
Registered,"Yes, I will vote",Joe Biden,57,Female,"Black, or African American","$80,000 to $84,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,21,Female,White,"$50,000 to $54,999",Completed some high school,CA,0
Registered,Not sure,Joe Biden,43,Female,"Black, or African American","Less than $14,999","Completed some college, but no degree",VA,0
Registered,Not sure,Donald Trump,37,Male,"Black, or African American","Less than $14,999",Middle School - Grades 4 - 8,NY,1
Registered,"Yes, I will vote",Joe Biden,27,Male,"Black, or African American","Less than $14,999",High school graduate,MA,0
Registered,"Yes, I will vote",Donald Trump,68,Male,White,"$80,000 to $84,999",Associate Degree,SC,1
Registered,"Yes, I will vote",Donald Trump,63,Female,White,"$150,000 to $174,999",Associate Degree,CT,1
Registered,"Yes, I will vote",Donald Trump,50,Female,Some other race,"$25,000 to $29,999","Completed some college, but no degree",OR,1
Registered,"Yes, I will vote",Donald Trump,53,Male,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",OK,1
Registered,"Yes, I will vote",Donald Trump,25,Female,White,"$80,000 to $84,999",Completed some high school,AR,1
Registered,"Yes, I will vote",Donald Trump,25,Female,"Black, or African American","$30,000 to $34,999","Completed some college, but no degree",NC,1
Registered,"Yes, I will vote",Donald Trump,35,Male,White,"$30,000 to $34,999","Completed some college, but no degree",MO,1
Registered,"Yes, I will vote",Joe Biden,30,Male,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",ME,0
Registered,"Yes, I will vote",Donald Trump,74,Male,White,"$100,000 to $124,999",Associate Degree,FL,1
Registered,"Yes, I will vote",Donald Trump,46,Male,White,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",FL,1
Registered,"Yes, I will vote",Joe Biden,22,Female,American Indian or Alaska Native,"$90,000 to $94,999",Other post high school vocational training,CA,0
Registered,"Yes, I will vote",Donald Trump,32,Male,Pacific Islander (Native Hawaiian),"$15,000 to $19,999",Completed some high school,HI,1
Registered,"Yes, I will vote",Joe Biden,28,Male,White,"Less than $14,999",Completed some high school,NM,0
Registered,"Yes, I will vote",Joe Biden,38,Male,White,"$70,000 to $74,999",High school graduate,CA,0
Registered,Not sure,Joe Biden,36,Female,White,"$40,000 to $44,999",Completed some high school,TX,0
Registered,"Yes, I will vote",Donald Trump,57,Female,White,"$30,000 to $34,999",High school graduate,LA,1
Registered,"Yes, I will vote",Donald Trump,51,Male,White,"$85,000 to $89,999","Completed some college, but no degree",WI,1
Registered,"Yes, I will vote",Donald Trump,47,Female,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",PA,1
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"$50,000 to $54,999","Completed some college, but no degree",IL,0
Registered,"Yes, I will vote",Donald Trump,25,Female,White,"Less than $14,999",Completed some high school,SC,1
Registered,"Yes, I will vote",Donald Trump,64,Female,White,"Less than $14,999",Completed some high school,NC,1
Registered,"Yes, I will vote",Joe Biden,70,Female,White,"$55,000 to $59,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Donald Trump,63,Male,White,"$20,000 to $24,999",High school graduate,FL,1
Registered,"Yes, I will vote",Donald Trump,68,Female,White,"$15,000 to $19,999","Completed some college, but no degree",AZ,1
Registered,"Yes, I will vote",Joe Biden,70,Female,"Black, or African American","$175,000 to $199,999",Masters degree,OH,0
Registered,"Yes, I will vote",Joe Biden,20,Male,"Black, or African American","$15,000 to $19,999",Completed some high school,NC,0
Registered,"Yes, I will vote",Joe Biden,61,Female,Some other race,"$40,000 to $44,999","Completed some college, but no degree",OR,0
Registered,"Yes, I will vote",Joe Biden,41,Female,White,"$50,000 to $54,999","Completed some college, but no degree",IL,0
Registered,"Yes, I will vote",Joe Biden,67,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,56,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,49,Female,White,"$70,000 to $74,999",Masters degree,IL,0
Registered,"Yes, I will vote",Donald Trump,60,Male,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",MA,1
Registered,Not sure,Donald Trump,29,Female,White,"$40,000 to $44,999",Other post high school vocational training,PA,1
Registered,"Yes, I will vote",Joe Biden,23,Female,White,"$35,000 to $39,999",Masters degree,PA,0
Registered,"Yes, I will vote",Joe Biden,55,Female,White,"$20,000 to $24,999",Other post high school vocational training,NC,0
Registered,"Yes, I will vote",Donald Trump,53,Male,White,"$75,000 to $79,999",Associate Degree,LA,1
Registered,"Yes, I will vote",Donald Trump,28,Male,White,"$45,000 to $49,999","Completed some college, but no degree",FL,1
